id_taxonomia,estado_taxonomico,observacion_taxonomica,rango_taxonomico,codigo_clasificacion
T2087,Aceptado, Salvia pauciserrata subsp. derasa,Subespecie,CS2087
T2088,Aceptado, Salvia pauciserrata subsp. erythrocalicina,Subespecie,CS2088
T2089,Aceptado, Salvia pauciserrata subsp. pauciserrata,Subespecie,CS2089
T2090,Aceptado, Salvia rubescens subsp. colombiana,Subespecie,CS2090
T2091,Aceptado, Salvia rubescens subsp. dolichothrix,Subespecie,CS2091
T2092,Aceptado, Salvia rufula subsp. paezorum,Subespecie,CS2092
T2093,Aceptado, Salvia sphacelioides subsp. anaglypha,Subespecie,CS2093
T2094,Aceptado, Salvia sphacelioides subsp. paxfluminensis,Subespecie,CS2094
T2095,Aceptado, Salvia sphacelioides subsp. sphacelioides,Subespecie,CS2095
T2096,Aceptado, Salvia sphacelioides subsp. trianae,Subespecie,CS2096
T2097,Aceptado, Bactris gasipaes var. chichagui,Variedad,CS2097
T2098,Válido, Pterourus cacicus cacicus | Mantiene categoría Resolución 1912 de 2017,Subespecie,CS2098
T2099,Válido, Trachemys venusta callirostris,Subespecie,CS2099
T2100,Válido, Kinosternon scorpioides albogulare,Subespecie,CS2100
T2101,Válido, Crypturellus obsoletus castaneus,Subespecie,CS2101
T2102,Válido, Molothrus aeneus armenti | Actualización nomenclatural,Subespecie,CS2102
T2103,Válido, Odocoileus virginianus tropicalis | Mantiene categoría Resolución 1912 de 2017,Subespecie,CS2103
