Intraespecificidad epiteto,,,,
CODIGO INTERESPECIFIDAD,GENERO,EPITETO ESPECIFICO,EPITETO INFRAESPECIFICO,NOMBRE VERNACULO
1774,Oophaga,lehmanni,NA,NA
1775,Oophaga,occultator,NA,NA
1776,Oophaga,solanensis,NA,NA
1777,Paruwrobates,andinus,NA,NA
1778,Phyllobates,bicolor,NA,NA
1779,Phyllobates,terribilis,NA,Rana dorada venenosa
1780,Silverstoneia,dalyi,NA,NA
1781,Silverstoneia,erasmios,NA,NA
1782,Silverstoneia,nubicola,NA,NA
1783,Silverstoneia,punctiventris,NA,NA
1784,Diasporus,anthrax,NA,NA
1785,Cryptobatrachus,boulengeri,NA,NA
1786,Cryptobatrachus,pedroruizi,NA,NA
1787,Cryptobatrachus,ruthveni,NA,NA
1788,Gastrotheca,angustifrons,NA,NA
1789,Gastrotheca,antomia,NA,NA
1790,Gastrotheca,aureomaculata,NA,NA
1791,Gastrotheca,bufona,NA,NA
1792,Gastrotheca,cornuta,NA,NA
1793,Gastrotheca,dendronastes,NA,NA
1794,Gastrotheca,espeletia,NA,NA
1795,Gastrotheca,helenae,NA,NA
1796,Gastrotheca,orophylax,NA,NA
1797,Gastrotheca,trachyceps,NA,NA
1798,Hemiphractus,johnsoni,NA,NA
1799,Hyloscirtus,japreria,NA,NA
1800,Hyloscirtus,antioquia,NA,Rana chocolate antioqueña
1801,Hyloscirtus,callipeza,NA,NA
1802,Hyloscirtus,caucanus,NA,NA
1803,Hyloscirtus,denticulentus,NA,NA
1804,Hyloscirtus,lynchi,NA,NA
1805,Hyloscirtus,pantostictus,NA,NA
1806,Hyloscirtus,piceigularis,NA,NA
1807,Hyloscirtus,platydactylus,NA,NA
1808,Hyloscirtus,psarolaimus,NA,NA
1809,Hyloscirtus,sarampiona,NA,NA
1810,Hyloscirtus,simmonsi,NA,NA
1811,Hyloscirtus,tigrinus,NA,NA
1812,Hyloscirtus,torrenticola,NA,NA
1813,Agalychnis,lemur,NA,NA
1814,Callimedusa,perinesos,NA,NA
1815,Epicrionops,columbianus,NA,NA
1816,Epicrionops,parkeri,NA,NA
1817,Anolis,calimae,NA,Anolis de Calima
1818,Anolis,inderenae,NA,Camaleón de Cundinamarca
1819,Anolis,ruizii,NA,Camaleón de Rúiz
1820,Atractus,nicefori,NA,Serpiente tierrera del Hermano Nicéforo
1821,Atractus,orcesi,NA,Culebra tierrera de Orcés
1822,Atractus,punctiventris,NA,Culebra tierrera de vientre punteado
1823,Coniophanes,andresensis,NA,Serpiente de San Andrés
1824,Dendrophidion,boshelli,NA,Culebra de Boshelli
1825,Saphenophis,sneiderni,NA,Serpiente sneiderni
1826,Synophis,plectovertebralis,NA,Serpiente del caño del Dagua
1827,Micrurus,medemi,NA,Coral de Villavicencio
1828,Micrurus,sangilensis,NA,Coral sangileña
1829,Alopoglossus,danieli,NA,Lagarto de escamas grandes del Hermano Daniel
1830,Anadia,antioquensis,NA,Anadia de Antioquia
1831,Anadia,bogotensis,NA,Lagartija de Bogotá
1832,Anadia,pamplonensis,NA,Anadia de Pamplona
1833,Andinosaura,laevis,NA,Lagartija de hojarasca de escamas lisas
1834,Riama,columbiana,NA,Lagartija colombiana de hojarasca
1835,Riama,simotera,NA,Lagarto de bombilla de O'Shaughnessy
1836,Enyalioides,oshaughnessyi,NA,Lagartija de palo ojiroja
1837,Enyalioides,annularis,NA,Mantícoras de anillos
1838,Enyalioides,groi,NA,Mantícoras de Gro
1839,Aristelliger,georgeensis,NA,Gecko pestañudo
1840,Lepidoblepharis,miyatai,NA,Geco tinajero del tayrona
1841,Lepidoblepharis,williamsi,NA,Salamanqueja de Williams
1842,Bothrocophias,campbelli,NA,Víbora de Campbell
1843,Mesoclemmys,dahli,NA,Carranchina
1844,Caretta,caretta,NA,Caguama
1845,Chelonia,mydas,NA,Tortuga verde
1846,Eretmochelys,imbricata,NA,Carey
1847,Lepidochelys,olivacea,NA,Golfina
1848,Dermochelys,coriacea,NA,Caná
1849,Rhinoclemmys,diademata,NA,Inguensa
1850,Kinosternon,dunni,NA,Tortuga cabeza de trozo
1851,Podocnemis,erythrocephala,NA,Chipiro
1852,Podocnemis,expansa,NA,Charapa
1853,Podocnemis,lewyana,NA,Tortuga del río Magdalena
1854,Podocnemis,unifilis,NA,Terecay
1855,Chelonoidis,carbonarius,NA,Morrocoy
1856,Melanosuchus,niger,NA,Caimán negro
1857,Crocodylus,acutus,NA,Caimán aguja | Cocodrilo americano | Caimán del Magdalena
1858,Crocodylus,intermedius,NA,Cocodrilo del Orinoco | Caimán del Orinoco | Caimán llanero
1859,Crypturellus,kerriae,NA,Tinamú del Chocó
1860,Tinamus,osgoodi,NA,Tinamú negro
1861,Anas,georgica,NA,Pato Pico de Oro
1862,Netta,erythrophthalma,NA,Pato Negro
1863,Oressochen,jubatus,NA,Pato Carretero
1864,Oxyura,jamaicensis,NA,Pato Andino
1865,Sarkidiornis,sylvicola,NA,Pato Brasilero
1866,Spatula,cyanoptera,NA,Pato Colorado
1867,Chauna,chavaria,NA,Chavarría
1868,Crax,alberti,NA,Paujil Colombiano
1869,Crax,daubentoni,NA,Pavón Moquiamarillo
1870,Crax,globulosa,NA,Pavón Moquirrojo
1871,Crax,rubra,NA,Pavón Chocoano
1872,Pauxi,pauxi,NA,Pavón Copete de Piedra
1873,Penelope,ortoni,NA,Pava del Baudó
1874,Penelope,perspicax,NA,Pava Caucana
1875,Odontophorus,dialeucos,NA,Perdiz Katía
1876,Odontophorus,melanonotus,NA,Perdiz de Nariño
1877,Odontophorus,strophium,NA,Perdiz Santandereana
1878,Podiceps,occipitalis,NA,Zambullidor plateado
1879,Phoenicopterus,ruber,NA,Flamenco
1880,Sula,granti,NA,Piquero de Nazca
1881,Sula,leucogaster,NA,Piquero Café
1882,Egretta,rufescens,NA,Garza Rojiza
1883,Vultur,gryphus,NA,Cóndor de los Andes
1884,Buteogallus,solitarius,NA,Águila solitaria
1885,Circus,cinereus,NA,Aguilucho Cenizo
1886,Spizaetus,isidori,NA,Águila Crestada
1887,Porphyriops,melanops,NA,Polla Sabanera
1888,Rallus,semiplumbeus,NA,Rascón Andino
1889,Creagrus,furcatus,NA,Gaviota rabihorcada
1890,Leptotila,conoveri,NA,Caminera Tolimense
1891,Leptotila,jamaicensis,NA,Tortolita Caribeña
1892,Zentrygon,goldmani,NA,Paloma-Perdiz Cabecicanela
1893,Neomorphus,radiolosus,NA,Correlón Escamado
1894,Glaucidium,nubicola,NA,Buhito Nubicola
1895,Anthocephala,berlepschi,NA,Colibrí Cabecicastaño del Tolima
1896,Anthocephala,floriceps,NA,Colibrí Cabecicastaño de Santa Marta
1897,Campylopterus,phainopeplus,NA,Ala de Sable Serrano
1898,Chrysuronia,lilliae,NA,Colibrí Cienaguero
1899,Coeligena,orina,NA,Inca de Frontino
1900,Eriocnemis,godini,NA,Zamarrito Gorjiturquesa
1901,Eriocnemis,isabellae,NA,Zamarrito del Pinche
1902,Eriocnemis,mirabilis,NA,Paramero de Munchique
1903,Goldmania,bella,NA,Colibrí Pirreño
1904,Oxypogon,cyanolaemus,NA,Colibrí Barbudito Barbiazul
1905,Oxypogon,stubelii,NA,Chivito de Páramo
1906,Saucerottia,castaneiventris,NA,Amazilia Ventricastaño
1907,Galbula,pastazae,NA,Jacamar Cobrizo
1908,Capito,hypoleucus,NA,Torito Capiblanco
1909,Capito,squamatus,NA,Torito Frentirrojo
1910,Veniliornis,callonotus,NA,Carpintero Escarlata
1911,Campephilus,gayaquilensis,NA,Carpintero de Guayaquil
1912,Andigena,hypoglauca,NA,Terlaque Andino
1913,Andigena,laminirostris,NA,Terlaque de Nariño
1914,Micrastur,plumbeus,NA,Halcón de Munchique
1915,Ara,ambiguus,NA,Guacamaya Verdelimón
1916,Ara,militaris,NA,Guacamaya Verde
1917,Bolborhynchus,ferrugineifrons,NA,Periquito de los Nevados
1918,Hapalopsittaca,amazonina,NA,Cotorra Montañera
1919,Hapalopsittaca,fuertesi,NA,Cotorra Coroniazul
1920,Leptosittaca,branickii,NA,Perico Paramuno
1921,Ognorhynchus,icterotis,NA,Perico Palmero
1922,Pionus,fuscus,NA,Cotorra de Perijá
1923,Pyrrhura,calliptera,NA,Periquito Aliamarillo
1924,Pyrrhura,viridicata,NA,Periquito Serrano
1925,Touit,stictopterus,NA,Periquito Alipunteado
1926,Eremophila,alpestris,NA,Alondra Cornuda
1927,Cardinalis,phoeniceus,NA,Cardenal Guajiro
1928,Cyanolyca,pulchra,NA,Urraca Chocoana
1929,Ampelion,rufaxilla,NA,Cotinga Alirrufa
1930,Cephalopterus,penduliger,NA,Paragüero del Pacífico
1931,Doliornis,remseni,NA,Cotinga de Páramo
1932,Lipaugus,weberi,NA,Arriero Antioqueño
1933,Pyroderus,scutatus,NA,Toro de Monte
1934,Ammodramus,savannarum,NA,Sabanero Grillo
1935,Arremon,schlegeli,NA,Pinzón Alidorado
1936,Atlapetes,blancae,NA,Gorrión-Montés Paisa
1937,Atlapetes,flaviceps,NA,Atlapetes de Anteojos
1938,Atlapetes,fuscoolivaceus,NA,Atlapetes Oliváceo
1939,Bangsia,flavovirens,NA,Montero Verdiamarillo
1940,Chlorospingus,inornatus,NA,Montero de Pirré
1941,Spinus,cucullatus,NA,Jilguero Rojo
1942,Asthenes,perijana,NA,Rastrojero de Perijá
1943,Clibanornis,rufipectus,NA,Rastrojero de Santa Marta
1944,Margarornis,bellulus,NA,Corretroncos
1945,Grallaria,alleni,NA,Tororoi Bigotudo
1946,Grallaria,bangsi,NA,Tororoi de Santa Marta
1947,Grallaria,gigantea,NA,Tororoi Gigante
1948,Grallaria,kaestneri,NA,Tororoi de Cundinamarca
1949,Grallaria,milleri,NA,Tororoi de Miller
1950,Grallaria,rufocinerea,NA,Tororoi Rufocenizo
1951,Grallaria,urraoensis,NA,Tororoi de Urrao
1952,Hypopyrrhus,pyrohypogaster,NA,Chango Colombiano
1953,Icterus,icterus,NA,Turpial Real
1954,Icterus,leucopteryx,NA,Turpial Jamaiquino
1955,Macroagelaius,subalaris,NA,Chango de Montaña
1956,Psarocolius,cassini,NA,Oropéndola Chocoana
1957,Basileuterus,ignotus,NA,Arañero del Pirré
1958,Myiothlypis,basilica,NA,Arañero de Santa Marta
1959,Myiothlypis,conspicillata,NA,Arañero Embridado
1960,Setophaga,cerulea,NA,Reinita Cerúela
1961,Chloropipo,flavicapilla,NA,Saltarin Dorado
1962,Scytalopus,canus,NA,Tapaculo de Paramillo
1963,Scytalopus,panamensis,NA,Tapaculo Cejiblanco
1964,Scytalopus,perijanus,NA,Tapaculo de Perijá
1965,Scytalopus,rodriguezi,NA,Tapaculo del Magdalena
1966,Scytalopus,sanctaemartae,NA,Tapaculo de Santa Marta
1967,Scytalopus,stilesi,NA,Tapaculo de Stiles
1968,Clytoctantes,alixii,NA,Hormiguero Pico de Hacha
1969,Dysithamnus,occidentalis,NA,Hormiguero Occidental
1970,Xenornis,setifrons,NA,Hormiguero de Tacarcuna
1971,Bangsia,aureocincta,NA,Bangsia de Tatamá
1972,Bangsia,melanochlamys,NA,Bangsia Negra y Oro
1973,Chlorochrysa,nitidissima,NA,Clorocrisa Multicolor
1974,Creurgops,verticalis,NA,Tángara Crestirufa
1975,Dacnis,berlepschi,NA,Dacnis Pechirroja
1976,Dacnis,hartlaubi,NA,Dacnis Turquesa
1977,Diglossa,gloriosissima,NA,Diglosa Pechirrufa
1978,Saltator,cinctus,NA,Saltátor Collarejo
1979,Tangara,fucosa,NA,Tangara Nuquiverde
1980,Tephrophilus,wetmorei,NA,Azulejo de Wetmore
1981,Cistothorus,apolinari,NA,Cucarachero de Apolinar
1982,Henicorhina,negreti,NA,Cucarachero de Munchique
1983,Thryophilus,nicefori,NA,Cucarachero de Nicéforo
1984,Thryophilus,sernai,NA,Cucarachero Paisa
1985,Troglodytes,monticola,NA,Cucarachero de Santa Marta
1986,Myadestes,coloratus,NA,Solitario Enmascarado
1987,Attila,torridus,NA,Atila Ocrácea
1988,Muscisaxicola,maculirostris,NA,Dormilona Chica
1989,Myiotheretes,pernix,NA,Atrapamoscas de Santa Marta
1990,Phylloscartes,lanyoni,NA,Tiranuelo Antioqueño
1991,Polystictus,pectoralis,NA,Tachurí Barbado
1992,Pseudocolopteryx,acutipennis,NA,Doradito Lagunero
1993,Vireo,approximans,NA,Vireo de Providencia
1994,Vireo,caribaeus,NA,Veireo de San Andrés
1995,Vireo,masteri,NA,Vireo del Chocó
1996,Marmosops,handleyi,NA,Tunato de Handley
1997,Caenolestes,convelatus,NA,Ratón marsupial negruzco
1998,Saccopteryx,antioquensis,NA,Murciélago de líneas blancas | Murciélago de sacos de Antioquia
1999,Lonchorhina,marinkellei,NA,Murciélago nariz de espada de Marinkelle
2000,Trichechus,inunguis,NA,Manatí amazónico | Vaca marina | Manatí
2001,Trichechus,manatus,NA,Manatí del Caribe | Vaca marina
2002,Lycalopex,culpaeus,NA,NA
2003,Leopardus,tigrinus,NA,Tigrillo gallinero | Tigrillo | Oncilla | Tigrillo peludo
2004,Panthera,onca,NA,Jaguar | Tigre real | Tigre mariposo
2005,Lontra,longicaudis,NA,Nutria neotropical | Lobito de río
2006,Pteronura,brasiliensis,NA,Perro de agua | Nutria gigante
2007,Tremarctos,ornatus,NA,Oso andino | Oso de anteojos
2008,Tapirus,pinchaque,NA,Danta de Páramo | Danta de Montaña
2009,Balaenoptera,borealis,NA,Ballena boba | Ballena sei
2010,Balaenoptera,musculus,NA,Ballena azul
2011,Balaenoptera,physalus,NA,Ballena de aleta
2012,Megaptera,novaeangliae,NA,Ballena Jorobada | Yubarta
2013,Sotalia,fluviatilis,NA,Delfín Gris de río | Tucuxi
2014,Inia,geoffrensis,NA,Bufeo | Delfín rosado | Tonina | Bufeo colorado
2015,Physeter,macrocephalus,NA,Cachalote
2016,Aotus,brumbacki,NA,Mico de noche Llanero
2017,Aotus,griseimembra,NA,Marta | Mico dormilón | Mico de noche | Mico de noche caribeño
2018,Aotus,lemurinus,NA,Marta | Mico dormilón | Mico de noche andino
2019,Aotus,zonalis,NA,Mico de noche chocoano panameño
2020,Ateles,hybridus,NA,Marimonda del Magdalena
2021,Callimico,goeldii,NA,Chichico diablo
2022,Saguinus,leucopus,NA,Tití gris
2023,Saguinus,oedipus,NA,Tití cabeciblanco
2024,Cebus,malitiosus,NA,Mico maicero cariblanco de Santa Marta
2025,Cebus,versicolor,NA,Maicero cariblanco variable
2026,Cheracebus,medemi,NA,El tití de manos negras | Cotoncillo negro | Huicoco colombiano
2027,Pithecia,milleri,NA,Mico volador
2028,Plecturocebus,caquetensis,NA,El tití del Caquetá | Tongo | Macaco
2029,Plecturocebus,discolor,NA,Mico tocón | Mico Zocai
2030,Plecturocebus,ornatus,NA,Mico tocón | Zogui-zogui
2031,Thomasomys,bombycinus,NA,Ratón Oldfield
2032,Thomasomys,monochromos,NA,Ratón Oldfield de un solo color
2033,Santamartamys,rufodorsalis,NA,Raton arboreo de Santa Marta
2034,Dinomys,branickii,NA,Guagua loba
2035,Coendou,vestitus,NA,Puercoespín | Puercoerizo
2036,Lepanthes,golondrina,NA,NA
2037,Miconia,jentaculorum,NA,NA
2038,Pitcairnia,exserta,NA,NA
2039,Salvia,cuatrecasasiana,NA,Salvia de Cuatrecasa
2040,Alouatta,palliata,NA,Mono colorado | Cotudo | Roncador | Araguato | Berreador
2041,Anotomys,leander,NA,NA
2042,Aotus,nancymaae,NA,Mico de noche de Nancy Ma | Marta | Mico dormilón | Mico de noche
2043,Ateles,belzebuth,NA,Marimonda Amazónica | Braceador | Choiba | Marimonda
2044,Ateles,fusciceps,NA,Mono araña | Mono negro | Marimonda
2045,Bassaricyon,neblina,NA,Macoperro | Leoncillo
2046,Cabassous,unicinctus,NA,Armadillo rabo de trapo
2047,Cebuella,pygmaea,NA,Mono de bolsillo | Leoncillo | Chichico
2048,Cebus,capucinus,NA,NA
2049,Chilonatalus,micropus,NA,NA
2050,Dasypus,sabanicola,NA,Cachicame
2051,Gracilinanus,dryas,NA,NA
2052,Hydrochoerus,isthmius,NA,Capibara | Chiguiro
2053,Lagothrix,lagothricha,NA,Choyo | Churuco | Chuluco | Mico churuco | Barrigudo | Mico churuco colombiano
2054,Leptonycteris,curasoae,NA,NA
2055,Lonchorhina,orinocensis,NA,NA
2056,Marmosa,xerophila,NA,NA
2057,Mazama,rufina,NA,NA
2058,Neogale,felipei,NA,Comadreja colombiana
2059,Myrmecophaga,tridactyla,NA,Tamandúa | Susurete | Oso amarillo
2060,Priodontes,maximus,NA,Armadillo gigante | Ocarro | Jusa trueno
2061,Pudu,mephistophiles,NA,NA
2062,Sotalia,guianensis,NA,Tucuxi marino | Tonina | Delfín de rí­o
2063,Tapirus,bairdii,NA,Danta del Chocó | Danta centroamericana | Macho de monte
2064,Tapirus,terrestris,NA,Danta | Sacha vaca
2065,Tayassu,pecari,NA,Pecari labiado | Huangana
2066,Thomasomys,hylophilus,NA,NA
2067,Neoplatymops,mattogrossensis,NA,NA
2068,Natalus,mexicanus,NA,NA
2069,Cheracebus,lucifer,NA,NA
2070,Gustavia,nana,nana,NA
2071,Gustavia,speciosa,occidentalis,NA
2072,Salvia,amethystina,sumapacis,Salvia del Sumapaz
2073,Salvia,amethystina,vetasiana,Salvia azul de vetas
2074,Salvia,aratocensis,suratensis,Velero de suratá
2075,Salvia,camarifolia,camarifolia,Salvia roja de la sierra Nevada
2076,Salvia,camarifolia,ibiricensis,Salvia roja del Perijá
2077,Salvia,cyanocephala,cyanocephala,NA
2078,Salvia,cyanocephala,macrostigmantha,Salvia de Guatavita
2079,Salvia,pauciserrata,lasiocalicina,Salvia sigmoide de Antioquia
2080,Salvia,erythrostoma,erythrostoma,Salvia de boca roja
2081,Salvia,erythrostoma,isabelina,Salvia de Santa Santa Isabel
2082,Salvia,gachantivana,gachantivana,Salvia de Gachantivá
2083,Salvia,melaleuca,melaleuca,Amarguera de Chorro
2084,Salvia,melaleuca,totensis,Amargosa de Tota
2085,Salvia,orthostachys,orthostachys,Retama
2086,Salvia,orthostachys,soatensis,Amargosa de Soatá
2087,Salvia,pauciserrata,derasa,Salvia sigmoide del Cauca
2088,Salvia,pauciserrata,erythrocalycina,Salvia sigmoide de Pajarito
2089,Salvia,pauciserrata,pauciserrata,Salvia sigmoide del Tequendama
2090,Salvia,rubescens,colombiana,Salvia roja de Vetas
2091,Salvia,rubescens,dolichothrix,Barbasco rojo
2092,Salvia,rufula,paezorum,Salvia roja de los paeces
2093,Salvia,sphacelioides,anaglypha,Salvia morada de ocaña
2094,Salvia,sphacelioides,paxfluminensis,Salvia de Paz de Río
2095,Salvia,sphacelioides,sphacelioides,Salvia azil del Donachuí
2096,Salvia,sphacelioides,trianae,Salvia púrpura de Triana
2097,Bactris,gasipaes,chichagui,Chinamato
2098,Pterourus,cacicus,cacicus,Papilio acanalado de alta montaña
2099,Trachemys,venusta,callirostris,Hicotea
2100,Kinosternon,scorpioides,albogulare,Swanka
2101,Crypturellus,obsoletus,castaneus,Tinamú pardo
2102,Molothrus,aeneus,armenti,Chamón del Caribe
2103,Odocoileus,virginianus,tropicalis,Venado sabanero | Venado cola blanca
